tier,source_tools,source_commands,combined_command_template,combination_description,is_valid_combination,category,input_nl,target_command
T1xT2,head+java,head path/to/file | java -help,head path/to/file | java -help,display the first 10 lines of a file and pass it to the java help command,True,Broken English,head file then java help,head path/to/file | java -help
T1xT2,head+java,head path/to/file | java -help,head path/to/file | java -help,display the first 10 lines of a file and pass it to the java help command,True,Lazy,head readme java,head README.txt | java -help
T1xT2,head+java,head path/to/file | java -help,head path/to/file | java -help,display the first 10 lines of a file and pass it to the java help command,True,Power,extract header and execute java help,head log.txt | java -help
T1xT2,head+cut,"head path/to/file | cut -f 2,6 path/to/file","head path/to/file | cut -f 2,6",display the first few lines of a file and extract specific fields from each line,True,Lazy,head cut csv,"head data.csv | cut -f 2,6"
T1xT2,head+cut,"head path/to/file | cut -f 2,6 path/to/file","head path/to/file | cut -f 2,6",display the first few lines of a file and extract specific fields from each line,True,Power,get first row and slice fields two and six,"head path/to/file | cut -f 2,6"
T1xT2,head+cut,"head path/to/file | cut -f 2,6 path/to/file","head path/to/file | cut -f 2,6",display the first few lines of a file and extract specific fields from each line,True,Direct,view the first part of the log file and get columns two and six,"head logs.txt | cut -f 2,6"
T1xT2,head+cut,"head path/to/file | cut -f 2,6 path/to/file","head path/to/file | cut -f 2,6",display the first few lines of a file and extract specific fields from each line,True,Noob,can you just show me the top of the text file and grab columns two and six?,"head path/to/file | cut -f 2,6"
T1xT2,head+cut,"head path/to/file | cut -f 2,6 path/to/file","head path/to/file | cut -f 2,6",display the first few lines of a file and extract specific fields from each line,True,ChatGPT-style,please show me the first lines of the file and extract columns two and six,"head path/to/file | cut -f 2,6"
T1xT2,head+cut,"head path/to/file | cut -f 2,6 path/to/file","head path/to/file | cut -f 2,6",display the first few lines of a file and extract specific fields from each line,True,Broken English,head file get columns two six,"head path/to/file | cut -f 2,6"
T1xT2,head+cut,"head path/to/file | cut -f 2,6 path/to/file","head path/to/file | cut -f 2,6",display the first few lines of a file and extract specific fields from each line,True,Lazy,head awk,"head config.ini | cut -f 2,6"
T1xT2,head+cut,"head path/to/file | cut -f 2,6 path/to/file","head path/to/file | cut -f 2,6",display the first few lines of a file and extract specific fields from each line,True,Power,stream first lines and select fields two and six,"head path/to/file | cut -f 2,6"
T1xT2,kubectl+jq,kubectl get all | jq '.' path/to/file.json,"kubectl get all -o json | jq '.items[] | {metadata: .metadata.name, status: .status.phase}'",fetch all Kubernetes resources and parse the JSON output to extract names and status,True,Lazy,kubectl get all | jq .,kubectl get all -o json | jq '.'
T1xT2,kubectl+jq,kubectl get all | jq '.' path/to/file.json,"kubectl get all -o json | jq '.items[] | {metadata: .metadata.name, status: .status.phase}'",fetch all Kubernetes resources and parse the JSON output to extract names and status,True,Power,get k8s resources and pretty print json,kubectl get all -o json | jq '.'
T1xT2,kubectl+jq,kubectl get all | jq '.' path/to/file.json,"kubectl get all -o json | jq '.items[] | {metadata: .metadata.name, status: .status.phase}'",fetch all Kubernetes resources and parse the JSON output to extract names and status,True,Direct,list all kubernetes objects and format the json output cleanly,kubectl get all -o json | jq '.'
T1xT2,kubectl+jq,kubectl get all | jq '.' path/to/file.json,"kubectl get all -o json | jq '.items[] | {metadata: .metadata.name, status: .status.phase}'",fetch all Kubernetes resources and parse the JSON output to extract names and status,True,Noob,how can i see a nice looking list of all my pods and services in json?,kubectl get all -o json | jq '.'
T1xT2,kubectl+jq,kubectl get all | jq '.' path/to/file.json,"kubectl get all -o json | jq '.items[] | {metadata: .metadata.name, status: .status.phase}'",fetch all Kubernetes resources and parse the JSON output to extract names and status,True,ChatGPT-style,please display the kubernetes resources in a readable json format,kubectl get all -o json | jq '.'
T1xT2,kubectl+jq,kubectl get all | jq '.' path/to/file.json,"kubectl get all -o json | jq '.items[] | {metadata: .metadata.name, status: .status.phase}'",fetch all Kubernetes resources and parse the JSON output to extract names and status,True,Broken English,k8s resources nice json output,kubectl get all -o json | jq '.'
T1xT2,kubectl+jq,kubectl get all | jq '.' path/to/file.json,"kubectl get all -o json | jq '.items[] | {metadata: .metadata.name, status: .status.phase}'",fetch all Kubernetes resources and parse the JSON output to extract names and status,True,Lazy,kubectl get all | jq,kubectl get all -o json | jq '.'
T1xT2,kubectl+jq,kubectl get all | jq '.' path/to/file.json,"kubectl get all -o json | jq '.items[] | {metadata: .metadata.name, status: .status.phase}'",fetch all Kubernetes resources and parse the JSON output to extract names and status,True,Power,pipe kubectl output to jq for formatting,kubectl get all -o json | jq '.'
T1xT2,head+perl,head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',read the first few lines of a file and filter them using a regular expression,True,Lazy,head file perl,head path/to/file | perl -n -e 'print if m/error/ and m/fail/i'
T1xT2,head+perl,head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',read the first few lines of a file and filter them using a regular expression,True,Power,get first 5 lines and filter matching ip addr,head path/to/file | perl -n -e 'print if m/^192/ and m/168/i'
T1xT2,head+perl,head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',read the first few lines of a file and filter them using a regular expression,True,Direct,show the beginning of the log and highlight lines containing error and fail,head path/to/file | perl -n -e 'print if m/error/ and m/fail/i'
T1xT2,head+perl,head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',read the first few lines of a file and filter them using a regular expression,True,Noob,i just want to see the top of this file and find any lines that have both error and fail in them,head path/to/file | perl -n -e 'print if m/error/ and m/fail/i'
T1xT2,head+perl,head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',read the first few lines of a file and filter them using a regular expression,True,ChatGPT-style,please get the first 10 lines of my config file and print lines that match a specific pattern,head path/to/file | perl -n -e 'print if m/user/ and m/admin/i'
T1xT2,head+perl,head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',read the first few lines of a file and filter them using a regular expression,True,Broken English,top file show lines match pattern,head path/to/file | perl -n -e 'print if m/debug/ and m/info/i'
T1xT2,head+perl,head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',read the first few lines of a file and filter them using a regular expression,True,Lazy,head file grep,head path/to/file | perl -n -e 'print if m/success/ and m/ok/i'
T1xT2,head+perl,head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',head path/to/file | perl -n -e 'print if m/regex1/ and m/regex2/i',read the first few lines of a file and filter them using a regular expression,True,Power,take first 20 lines and filter for lines containing user and root,head path/to/file | perl -n -e 'print if m/user/ and m/root/i'
T1xT2,kubectl+cargo,kubectl get all | cargo install --list,kubectl get all && cargo install --list,list all Kubernetes resources and installed Rust binary crates sequentially,True,Lazy,kubectl get all cargo install --list,kubectl get all && cargo install --list
T1xT2,kubectl+cargo,kubectl get all | cargo install --list,kubectl get all && cargo install --list,list all Kubernetes resources and installed Rust binary crates sequentially,True,Power,list k8s resources and rust crates,kubectl get all && cargo install --list
T1xT2,kubectl+cargo,kubectl get all | cargo install --list,kubectl get all && cargo install --list,list all Kubernetes resources and installed Rust binary crates sequentially,True,Direct,show all running pods and services and installed rust binaries,kubectl get all && cargo install --list
T1xT2,kubectl+cargo,kubectl get all | cargo install --list,kubectl get all && cargo install --list,list all Kubernetes resources and installed Rust binary crates sequentially,True,Noob,can you show me what is installed in kubernetes and what rust packages i have,kubectl get all && cargo install --list
T1xT2,kubectl+cargo,kubectl get all | cargo install --list,kubectl get all && cargo install --list,list all Kubernetes resources and installed Rust binary crates sequentially,True,ChatGPT-style,what is the command to view all kubernetes resources and my cargo installed packages,kubectl get all && cargo install --list
T1xT2,kubectl+cargo,kubectl get all | cargo install --list,kubectl get all && cargo install --list,list all Kubernetes resources and installed Rust binary crates sequentially,True,Broken English,show kubernetes resources cargo packages,kubectl get all && cargo install --list
